run_name,checkpoint,method,r_value,seed,n_samples,reference_cells,k_mean_shift,iterations,final_max_shift,raw_modes,nfe,elapsed_sec,modes_path
all_data_mean_shift_k50_n1000_R1.5_seed1,all,data_mean_shift,1.5,1,1000,167044,50,61,1.2290988138374814e-07,81,0,5.454905334016075,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R1.5_seed1.npy
all_data_mean_shift_k50_n1000_R2_seed1,all,data_mean_shift,2.0,1,1000,167044,50,61,1.2290988138374814e-07,51,0,5.454905334016075,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R2_seed1.npy
all_data_mean_shift_k50_n1000_R0.8_seed2,all,data_mean_shift,0.8,2,1000,167044,50,53,2.0647654253025394e-07,176,0,4.849756625015289,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R0.8_seed2.npy
all_data_mean_shift_k50_n1000_R1.5_seed2,all,data_mean_shift,1.5,2,1000,167044,50,53,2.0647654253025394e-07,77,0,4.849756625015289,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R1.5_seed2.npy
all_data_mean_shift_k50_n1000_R2_seed2,all,data_mean_shift,2.0,2,1000,167044,50,53,2.0647654253025394e-07,50,0,4.849756625015289,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R2_seed2.npy
all_data_mean_shift_k50_n1000_R0.8_seed3,all,data_mean_shift,0.8,3,1000,167044,50,54,2.384258550591767e-07,178,0,6.175699832994724,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R0.8_seed3.npy
all_data_mean_shift_k50_n1000_R1.5_seed3,all,data_mean_shift,1.5,3,1000,167044,50,54,2.384258550591767e-07,83,0,6.175699832994724,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R1.5_seed3.npy
all_data_mean_shift_k50_n1000_R2_seed3,all,data_mean_shift,2.0,3,1000,167044,50,54,2.384258550591767e-07,51,0,6.175699832994724,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R2_seed3.npy
all_data_mean_shift_k50_n1000_R0.8_seed4,all,data_mean_shift,0.8,4,1000,167044,50,56,2.803636789394659e-07,179,0,6.602186375006568,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R0.8_seed4.npy
all_data_mean_shift_k50_n1000_R1.5_seed4,all,data_mean_shift,1.5,4,1000,167044,50,56,2.803636789394659e-07,86,0,6.602186375006568,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R1.5_seed4.npy
all_data_mean_shift_k50_n1000_R2_seed4,all,data_mean_shift,2.0,4,1000,167044,50,56,2.803636789394659e-07,50,0,6.602186375006568,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R2_seed4.npy
