mode_id,score_norm_before,score_norm_after,extra_ascent_displacement,perturb_endpoint_distance_mean,perturb_endpoint_distance_max,attraction_fraction_r0.05,attraction_fraction_r0.1,attraction_fraction_r0.2,x_0,refined_x_0,x_1,refined_x_1,x_2,refined_x_2,x_3,refined_x_3,x_4,refined_x_4,x_5,refined_x_5,x_6,refined_x_6,x_7,refined_x_7,x_8,refined_x_8,x_9,refined_x_9,x_10,refined_x_10,x_11,refined_x_11,x_12,refined_x_12,run_name,modes_path,checkpoint,method,r_value,seed
79,7.3719296,0.87767106,0.22426228,0.045933776,0.07274538,0.5,1.0,1.0,-2.0657995,-2.101076,-0.95414853,-1.121928,-0.5244172,-0.5236245,-0.91102135,-0.9130314,-0.9218011,-0.9227116,-0.77525854,-0.7770338,-0.78426385,-0.7830065,-0.7030354,-0.7043536,-0.15698275,-0.14252992,-0.78615946,-0.7864657,-0.46128878,-0.54792696,0.76735216,0.77362305,-0.08954324,-0.20414148,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
80,26.49292,2.7702572,1.1331017,0.0457602,0.06769627,0.625,1.0,1.0,-1.2425728,-2.1597104,-0.13081443,0.15223885,-0.5138543,-0.5187868,0.05034333,0.114066035,-0.91219753,-0.91617143,-0.7755137,-0.77073836,-0.77584064,-0.7760911,-0.6902348,-0.7106137,0.47778592,0.013533407,0.2881052,0.40057692,-0.18156531,-0.34254703,0.5376194,0.5183868,-0.22853029,0.09342403,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
81,7.5992985,3.638544,0.57213306,0.1452452,0.47163084,0.125,0.375,0.875,0.34472895,0.37017593,0.80347,1.1253501,2.47686,2.624279,0.5516942,0.4565355,-0.92746234,-0.9201641,-0.7641812,-0.7651904,-0.7602633,-0.755789,1.2111042,1.2070359,-0.89166945,-0.8720799,0.75014585,0.74385846,-0.23792818,-0.24077113,-0.8949006,-0.8616776,-1.1307122,-0.6940563,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
82,12.015246,3.105533,0.64429635,0.10124114,0.13780332,0.0,0.5,1.0,0.5506856,0.69979614,1.5565981,1.8165708,2.5209262,2.7552996,-0.9229778,-0.9173136,-0.9197181,-0.92018646,-0.7828283,-0.78659713,0.9955163,0.98888856,2.1322222,2.1563563,-0.34435037,0.13570406,-0.79695773,-0.79582787,-0.12715672,-0.01431933,0.015105467,0.15239897,-1.1963869,-1.1088713,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
83,8.898847,7.7970634,0.61802685,0.18171892,0.35023823,0.0,0.125,0.625,-0.4743647,-0.44287074,0.27091914,-0.032599166,2.0766375,2.310997,0.20661111,0.20814729,-0.9297219,-0.93158567,-0.78014046,-0.78397167,1.7128025,1.7519432,0.22275789,-0.14477684,-0.75406814,-0.5932458,-0.78690964,-0.7915502,1.5809934,1.4702959,0.37689105,0.62002695,-0.5529405,-0.5475639,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
84,45.82849,2.6903975,0.47273767,0.03885085,0.10278411,0.625,0.875,1.0,-1.0405327,-1.1373588,-0.79957855,-0.9784202,-0.53792137,-0.53866047,-0.92255896,-0.92555773,-0.063879505,0.01925246,-0.73498565,-0.7326003,-0.6368722,-0.7910406,-0.69166505,-0.6926511,-0.779912,-0.87577677,-0.77519757,-0.77667755,-0.44487134,-0.23387553,0.88671434,1.1993079,0.29273507,0.29255572,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
85,9.483298,6.4903426,0.7193191,0.07493901,0.1139232,0.25,0.75,1.0,-0.04105092,0.16826536,0.63131714,0.66967845,1.0227458,1.5973686,-0.91594297,-0.9156867,-0.90279585,-0.90825456,-0.7745973,-0.7751903,-0.76880276,-0.7624375,1.8322119,1.7978455,-0.85767126,-0.86104417,-0.7805139,-0.785302,-0.53414154,-0.45017928,0.2944325,0.65983844,-0.9024545,-0.91175675,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
86,11.890082,1.8957189,0.45340472,0.029611295,0.050219882,0.875,1.0,1.0,-0.9882653,-1.0272686,-0.77773,-0.94945544,-0.52113813,-0.5265924,-0.8883346,-0.88796633,-0.90290433,-0.9071432,-0.7659246,-0.76923174,-0.7841547,-0.787395,0.31448457,0.57432884,0.115630955,0.26020628,0.040105328,0.30573207,-0.16586906,-0.11107343,-1.0445011,-1.0655389,-0.2761829,-0.38605496,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
87,2.6722815,1.2638494,0.17064342,0.06504861,0.08680922,0.125,1.0,1.0,0.6832314,0.7067766,-0.5243488,-0.5876001,-0.52069247,-0.51967984,1.8907822,1.9539939,0.92399824,0.98346716,0.026786799,0.08643839,1.4348282,1.3861217,-0.69136685,-0.6918895,1.8639628,1.8779603,1.1916524,1.171673,0.6510494,0.6552024,0.82936513,0.72841525,-0.66963995,-0.6524166,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
88,8.246469,3.0260873,0.46069193,0.04033268,0.082879856,0.875,1.0,1.0,0.66989106,0.69480443,-0.99591005,-1.0998728,-0.5192425,-0.5174402,0.47764236,0.25538832,1.7413144,1.7709283,0.11627997,0.1267914,0.1714196,0.48161525,-0.7063248,-0.7051391,0.29044756,0.2202256,0.24050394,0.35949633,-0.41878325,-0.38901103,-0.19046198,-0.020998418,1.0444977,1.1186816,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
89,5.9058275,2.2907906,0.3712035,0.0634287,0.10700797,0.25,0.875,1.0,-0.3148377,-0.49139377,-0.36019138,-0.3670008,-0.538715,-0.540074,-0.9050788,-0.9081367,-0.053361263,-0.07712893,-0.7728861,-0.7667399,0.41631904,0.3074749,-0.6918448,-0.6979906,1.6368812,1.6228237,0.80438906,0.8763045,1.3107082,1.4548148,0.45931134,0.29108623,-0.37677264,-0.17767696,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
90,7.707906,2.080478,0.4413584,0.058943205,0.10270594,0.25,0.875,1.0,-2.0798607,-2.0589159,-0.66648227,-0.9721789,-0.5270238,-0.5281325,-0.9045288,-0.9025619,-0.921448,-0.92396635,-0.773132,-0.7742788,0.254107,0.29752567,-0.7024854,-0.7050482,-0.8529159,-0.857227,0.08032386,0.3338793,-0.49400318,-0.48944092,0.79972184,0.95138204,-0.060806055,0.04723573,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
91,7.4308524,4.092352,0.52647907,0.051272556,0.09805115,0.5,1.0,1.0,-2.1344104,-2.1244628,-1.0038319,-1.0115827,-0.5276352,-0.52833647,-0.89102554,-0.8936739,-0.91400516,-0.917857,-0.7684365,-0.77465284,0.8311452,0.80928373,-0.7047487,-0.7068165,-0.14647856,-0.15673827,0.040848725,0.2229416,-0.5567291,-0.39381114,0.52371967,0.82803196,-1.298617,-0.946386,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
92,6.343123,1.0027887,0.28074756,0.023634495,0.057417456,0.875,1.0,1.0,0.46296117,0.4471713,0.9883087,0.9482145,0.3763899,0.374438,0.096806936,0.16676167,1.541284,1.4998419,-0.6996465,-0.7911694,0.5540259,0.656992,0.13620725,0.36000514,-0.89391786,-0.8991355,-0.7694235,-0.7703031,0.14142402,0.10852471,-1.0747852,-1.075972,1.0944037,1.1075059,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
93,13.691101,11.750676,1.1215607,0.080571234,0.11404178,0.125,0.875,1.0,0.57012635,0.5649204,-0.55474055,-0.5530974,-0.52202547,-0.5341967,1.9307762,2.16456,0.2661515,-0.72012746,-0.7609565,-0.77402467,0.13458465,0.5341601,-0.69074494,-0.6852187,1.7522746,1.7521838,0.95398843,0.7934707,0.51498175,0.43167537,0.67106354,0.49064282,-0.77887815,-0.70676696,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
94,7.7197437,2.382481,0.33461997,0.042565566,0.096976966,0.625,1.0,1.0,-2.0204132,-2.0102677,-0.8684171,-1.0289699,-0.51805884,-0.5183843,0.33000943,0.47009864,-0.9151144,-0.9159492,-0.7760021,-0.77989537,-0.774994,-0.77649045,-0.69935834,-0.7015126,-0.8734657,-0.8810118,-0.7645305,-0.76126486,-0.7827625,-1.0385773,-1.0458971,-1.0472625,-0.20539525,-0.17486848,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
95,16.769896,4.140813,0.9271745,0.061806023,0.091855764,0.125,1.0,1.0,-2.0373027,-2.0419729,-0.8950771,-0.83097833,-0.5203228,-0.52202725,-0.21658778,0.36344332,-0.069211416,-0.03817665,-0.7646594,-0.77807343,-0.7785245,-0.7713295,0.017135894,0.25295138,-0.85492474,-0.8636662,-0.42511266,-0.7610107,-0.57562006,-0.58274794,-0.1908389,0.3740417,0.025041364,-0.14883976,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
96,7.1858826,4.7962537,0.59300786,0.09295113,0.19009171,0.0,0.75,1.0,0.47370735,0.49174154,1.086604,1.1077563,2.352628,2.666191,-0.88800114,-0.8831582,-0.9177206,-0.91690034,-0.7710634,-0.7692922,0.6513261,0.5282718,1.8401918,2.0604284,-0.91347647,-0.89882946,1.9997147,1.9199507,0.08404904,0.055042893,0.20425342,0.40207174,-1.3490673,-0.97178787,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
97,4.182313,3.284085,0.4361606,0.08811225,0.13556775,0.0,0.75,1.0,0.46529576,0.5391791,0.9436191,1.3421886,-0.5248471,-0.52566874,-0.9189859,-0.91353065,-0.8978243,-0.90027547,1.8704334,1.908846,0.6008735,0.52076226,0.19891767,0.08941181,-0.8902421,-0.8927157,-0.77614045,-0.77095896,-1.4269314,-1.3881935,-1.0487399,-1.039327,0.5240469,0.5901995,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
98,10.71508,4.460009,0.6249162,0.04488792,0.07866598,0.625,1.0,1.0,-2.0766385,-2.080748,-1.0398144,-1.0749694,-0.5212796,-0.52206194,-0.8753394,-0.8904396,-0.9125342,-0.9160411,-0.77407664,-0.7774745,-0.77591664,-0.7752783,-0.69851655,-0.69898945,-0.8684696,-0.8757598,-0.12084698,0.28472948,-0.49926624,-0.67641973,0.34065154,0.6157527,-1.2321463,-0.8895022,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
99,8.728154,1.9142721,0.34531996,0.035418786,0.046672575,1.0,1.0,1.0,0.649053,0.67712444,-0.73296875,-0.89282316,0.3227121,0.35110888,0.042163834,-0.015696323,1.7009469,1.741472,0.051299676,0.17290187,0.461463,0.40821463,-0.6876918,-0.6869533,-0.8590541,-0.85827315,-0.7680253,-0.768792,-0.37131852,-0.22370724,1.3998941,1.1961172,1.0396659,1.1182128,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
100,6.039024,7.038065,0.66962004,0.058166794,0.11760333,0.375,0.875,1.0,-2.11043,-2.1418605,-1.0936974,-1.0618242,-0.5212481,-0.51999277,-0.89837617,-0.90750873,-0.9113334,-0.91364795,-0.7642501,-0.7653378,-0.780998,-0.7786125,-0.69765806,-0.6953125,-0.14869365,-0.011730156,-0.7726024,-0.77206695,-0.6685535,-1.3082066,-1.0618552,-1.0724306,-1.3964198,-1.2613002,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
101,14.74029,3.2314444,0.6651894,0.07387478,0.10828225,0.125,0.875,1.0,0.52382994,0.5117017,1.3658451,1.4928147,-0.52698994,-0.5347723,0.17323382,0.45390156,-0.22474536,-0.102326125,-0.32925957,-0.73590726,0.22273025,0.16084711,-0.69426256,-0.6985992,-0.87329495,-0.8685907,-0.7826946,-0.78232664,1.0111512,1.0585088,-0.250499,0.15053633,-0.82810724,-0.83716744,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
102,17.512674,8.017899,0.75188243,0.11004147,0.21278058,0.0,0.5,0.875,0.564375,0.66829956,1.5456746,1.7687345,1.4906527,0.98985213,-0.86108494,-0.94920963,-0.92775804,-0.929743,-0.762743,-0.764295,1.6475077,1.7476366,3.2296004,3.028151,-0.067858055,0.018008124,-0.79179853,-0.8104006,0.15331103,-0.007723862,0.61592567,1.0157757,-1.326151,-1.2807782,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
103,16.048782,7.6647315,0.89508796,0.07848741,0.13874634,0.125,0.875,1.0,0.33779892,0.5986521,1.0186887,1.630425,2.0680788,2.4709513,-0.90234274,-0.9056603,-0.91863805,-0.92028624,-0.7864687,-0.79012394,0.65802073,0.59373367,1.1796461,1.1192836,-0.15347962,0.18433012,-0.7916822,-0.7910092,-0.37829334,-0.13722348,-0.96958536,-1.0497936,-1.0553215,-1.1560339,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
104,9.124093,2.2668023,0.34093392,0.033943176,0.048154168,1.0,1.0,1.0,-2.0736718,-2.1346874,-0.9808491,-1.0972376,-0.5223783,-0.52494544,-0.90903527,-0.9202207,-0.9119987,-0.9132746,-0.7714487,-0.77159524,-0.7809321,-0.78479695,-0.6947592,-0.69560665,-0.8635484,-0.88246346,-0.77172,-0.77264875,-1.1144754,-1.4262928,-1.0565608,-1.0690848,-0.4368008,-0.4040572,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
105,9.050794,5.9311366,0.6709004,0.08233744,0.12079542,0.25,0.625,1.0,0.73286134,0.7267718,0.08766607,0.18670166,-0.52941614,-0.5283494,0.14163134,0.2627561,-0.12756771,-0.039060503,2.1922197,2.1983442,0.1719079,0.31815705,0.056543186,0.11071099,-0.891792,-0.88838303,-0.035608485,0.07934092,-0.62095946,-0.9668287,-0.19363305,0.29606882,0.86940485,0.7254,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
106,13.759971,5.519502,0.87011546,0.07806558,0.104421705,0.125,0.875,1.0,0.14584516,0.23882626,0.33488294,0.4997457,1.9205581,2.3086238,-0.26920846,0.2538231,-0.90831995,-0.9153782,-0.7782281,-0.78351825,0.5138546,0.5038423,2.3385906,2.4284766,-0.82325524,-0.8448081,0.6645194,1.1799791,-0.44055063,-0.31065473,-1.0078976,-1.0334078,-0.8831199,-0.81118834,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
107,8.244395,0.728939,0.49108133,0.025539301,0.04755283,1.0,1.0,1.0,0.40566564,0.46526963,0.96507275,1.0561855,-0.5314533,-0.5341396,-0.9077625,-0.9015676,1.5160052,1.5849438,0.06992254,0.27035427,-0.7800166,-0.78007764,-0.6925137,-0.6915933,-0.8881244,-0.8852362,-0.7734859,-0.77225703,-0.014346913,0.03587729,-0.6513144,-1.0729867,1.0343077,1.0975134,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
108,8.400555,0.9975661,0.33512414,0.13876997,0.7508019,0.5,0.875,0.875,0.47157443,0.48652035,1.0546732,1.0383193,-0.5253734,-0.5254525,-0.6321598,-0.88848704,1.5934399,1.6065334,0.00071455596,0.07547459,-0.7736177,-0.77250785,0.35702592,0.2855048,-0.3319734,-0.16154492,-0.7764392,-0.7743563,0.07657895,0.11518087,0.43670508,0.5049031,1.045541,1.0522811,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
109,9.114423,4.565532,0.598559,0.079104215,0.11373352,0.125,0.875,1.0,0.38743788,0.4351792,-0.5783482,-0.6916649,-0.5166766,-0.5240609,1.7367325,2.0668302,-0.15439036,-0.5123283,-0.7775275,-0.7864907,-0.77151746,-0.7741713,-0.6871641,-0.68843496,1.6560351,1.6722277,0.53479534,0.76218665,0.40213788,0.30778056,1.0009029,0.8112527,-0.7673238,-0.6720037,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
110,6.1967616,4.030826,0.4489289,0.0964228,0.12374556,0.0,0.5,1.0,0.63734716,0.6066305,-0.19520526,-0.07860686,-0.5096649,-0.5074556,-0.003901581,0.20900466,-0.90597373,-0.9093921,2.0455549,2.0355349,-0.7538946,-0.7505439,0.024199145,0.20339376,-0.06442953,0.09289243,-0.7779696,-0.77333784,-0.762213,-0.82050157,1.1304071,0.9026013,0.6629417,0.49157718,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
111,34.715942,7.414335,1.4820349,0.15969709,0.35510734,0.0,0.25,0.75,-0.5395678,-0.32342333,-0.66986656,-0.6971445,-0.53983,-0.5521012,-0.8484301,-0.8814586,-0.3698373,-0.22171298,-0.7880634,-0.7853641,0.5891627,0.601146,0.11679091,0.5815392,0.46010238,1.5162039,2.0000367,1.159491,0.86207086,1.0215803,-0.9982777,-0.9408469,-0.7985289,-0.55556536,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
112,7.1379094,3.7841625,0.48507583,0.06558976,0.09584179,0.125,1.0,1.0,0.58957624,0.5937644,-0.7617463,-0.60315645,-0.5181027,-0.5191909,-0.90788394,-0.9019939,1.6848218,1.70164,0.039618246,0.17649415,-0.7748756,-0.7733634,0.36392167,0.2857833,-0.87304026,-0.87602997,-0.76311946,-0.76369697,-0.6380253,-0.40768892,-0.28076187,0.07694298,1.0106351,1.0734984,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
113,2.1087985,1.8397511,0.1914948,0.046810396,0.10894335,0.625,0.875,1.0,-2.101543,-2.1019554,-1.0728523,-1.070192,-0.5227473,-0.5234475,-0.91591364,-0.9172139,-0.9144983,-0.91441417,-0.7690279,-0.7684818,0.41152024,0.37542173,-0.6971401,-0.6972544,-0.8641736,-0.86772525,-0.7771422,-0.77686733,-0.96416104,-1.1480545,-1.066119,-1.0659056,-0.22294389,-0.18385589,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
114,15.240348,3.8287017,0.7006115,0.068349734,0.09932213,0.25,1.0,1.0,0.66668457,0.70790625,-0.305427,-0.23029898,-0.5281624,-0.5290411,-0.9062485,-0.8993777,-0.17511912,-0.08988729,1.9071692,2.0259867,-0.77375656,-0.77269405,-0.6366688,-0.6618319,-0.88760155,-0.87740874,-0.1920024,0.3303127,-0.42728707,-0.63895214,-0.35175243,0.027020236,0.92042565,0.93657625,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
115,7.623419,5.649105,0.60952693,0.063362665,0.14528209,0.375,0.875,1.0,0.48376393,0.52431124,1.3719783,1.4194194,-0.52229124,-0.52150506,-0.32239437,-0.15258399,-0.896194,-0.8951217,1.7867243,1.8390962,1.1354802,1.5497568,-0.66656166,-0.66339296,-0.90463334,-0.90165967,0.50339127,0.5364977,-0.18712524,-0.39121073,0.38172394,0.71400625,0.63666475,0.7427108,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
116,11.331427,4.5964527,0.7262636,0.078081094,0.09847314,0.125,1.0,1.0,0.5815404,0.62416995,1.3614931,1.4899758,2.459864,2.8409204,-0.089946724,0.26889473,-0.9135243,-0.9124644,-0.7677757,-0.77078587,0.7109977,0.7909383,3.2777855,3.1402874,-0.15655284,0.12879215,0.68982774,0.6238458,0.627839,0.28915492,-0.033927795,0.052828208,-1.2186233,-1.1756452,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
117,10.514904,3.089867,0.5582215,0.044107746,0.073071934,0.625,1.0,1.0,-1.3443993,-0.8410408,-0.8851824,-0.97792554,-0.52589285,-0.52673984,-0.9094425,-0.9056165,-0.908079,-0.9130065,-0.77673966,-0.7826153,-0.7830437,-0.78553164,-0.6960982,-0.700505,-0.87453276,-0.88921297,-0.7741998,-0.77638656,-1.6330918,-1.505324,-1.0662271,-1.0724459,-0.8037124,-0.98525256,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
118,4.0327864,2.4955103,0.31165442,0.038218908,0.06476339,0.625,1.0,1.0,-1.0670451,-1.0631442,-1.0218433,-1.0127964,-0.52422035,-0.5250237,-0.90604216,-0.9059535,-0.91304773,-0.9150952,-0.7673115,-0.76588154,0.5239478,0.3793897,-0.6980708,-0.6982603,0.0485165,-0.005000313,-0.7807164,-0.78165746,-0.16560912,-0.15800759,0.13575654,0.3973706,0.09137751,0.16039065,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
119,23.290895,5.8070054,1.1878489,0.051926866,0.104798295,0.625,0.875,1.0,-0.45007342,0.025538297,-0.67740333,-0.91862416,0.41177425,0.31790084,-0.07938327,0.45007902,-0.20150791,-0.04718991,-0.77581644,-0.7605566,1.0321174,0.9179479,-0.69505066,-0.69839317,1.3245285,1.7828273,0.8997886,0.3164802,0.83700466,1.2078812,-0.9486177,-0.8989502,-0.217045,-0.54878706,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
120,5.450564,3.3495872,0.42859635,0.06936848,0.11025396,0.25,0.875,1.0,0.763927,0.7886424,-0.4003779,-0.6384505,-0.52823395,-0.52617437,-0.92320615,-0.9233496,-0.91060984,-0.9145045,2.081383,2.0718894,0.4065318,0.49262565,0.42189753,0.19839613,-0.8574157,-0.85624045,-0.7736951,-0.77213824,-0.33733183,-0.26905027,0.9238588,1.1737636,0.9590148,1.0015854,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
121,14.648886,8.371904,0.97256887,0.16550784,0.5045949,0.0,0.375,0.75,0.4947591,0.58600956,0.934706,1.2771652,2.255293,2.7928336,-0.87916315,-0.87131965,-0.90213406,-0.9084064,-0.78248405,-0.77673274,0.4733837,0.6628476,1.5073506,1.6330489,-0.28334987,0.0190531,2.6983616,2.2289286,0.048893142,-0.08292509,-0.97389776,-0.76942056,-1.1536719,-0.82427424,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
122,6.594939,3.1848993,0.47827655,0.08148499,0.114250734,0.125,0.75,1.0,0.5480106,0.5947509,1.434554,1.4539793,2.6051896,2.798612,-0.8887633,-0.8827602,-0.916687,-0.9127249,-0.77978945,-0.7758844,0.7875378,0.7658593,1.9822631,1.9910778,-0.023089936,-0.00926668,0.40493277,0.7302836,-0.26380423,-0.009712516,0.030569965,0.096799314,-1.092163,-0.9774182,labeled_v3f2_R0.8_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f2_R08_R15/modes_labeled_v3f2_R0.8_seed2.npy,labeled,v3f2,0.8,2
