run_name,checkpoint,checkpoint_path,method,r_value,seed,status,all_modes,confident_modes,covered_populations,covered_population_names,mean_purity_labeled_conf,mean_unassigned_conf,mean_knn_dist_conf,nfe,elapsed_sec,modes_path,eval_path,best_path
labeled_v3f1_R1_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,1.0,0,ok,29,21,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.995103638656862,0.06476190476190477,0.9953060127583206,26640,47.3800311088562,results_levine13/full_sweep/modes_labeled_v3f1_R1_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f1_R1_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f1_R1_seed0.csv
labeled_v3f1_R1.2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,1.2,0,ok,29,21,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.995103638656862,0.06476190476190477,0.9953060127583206,26640,44.08253622055054,results_levine13/full_sweep/modes_labeled_v3f1_R1.2_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f1_R1.2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f1_R1.2_seed0.csv
labeled_v3f1_R1.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,1.5,0,ok,28,20,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9948588205897051,0.06400000000000002,0.9945389890977197,26640,42.220191955566406,results_levine13/full_sweep/modes_labeled_v3f1_R1.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f1_R1.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f1_R1.5_seed0.csv
labeled_v3f1_R2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,2.0,0,ok,20,13,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9929266136162688,0.0553846153846154,1.0184129989458488,26640,45.89260697364807,results_levine13/full_sweep/modes_labeled_v3f1_R2_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f1_R2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f1_R2_seed0.csv
labeled_v3f2_R0.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f2,0.5,0,ok,226,160,11,unknown_label_10;unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9946646885105672,0.06475,0.9551732925716167,87160,116.93662714958191,results_levine13/full_sweep/modes_labeled_v3f2_R0.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f2_R0.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f2_R0.5_seed0.csv
labeled_v3f2_R0.8_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f2,0.8,0,ok,168,118,11,unknown_label_10;unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9925632263796691,0.07389830508474578,1.0011584608979314,73380,94.99001717567444,results_levine13/full_sweep/modes_labeled_v3f2_R0.8_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f2_R0.8_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f2_R0.8_seed0.csv
labeled_v3f2_R1_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f2,1.0,0,ok,119,75,10,unknown_label_10;unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9931888433854051,0.07653333333333334,1.0516653930002569,61820,74.54692506790161,results_levine13/full_sweep/modes_labeled_v3f2_R1_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f2_R1_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f2_R1_seed0.csv
labeled_v3f2_R1.2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f2,1.2,0,ok,91,52,10,unknown_label_10;unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9926712864309848,0.08788461538461541,1.1029371485763657,52900,64.36124300956726,results_levine13/full_sweep/modes_labeled_v3f2_R1.2_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f2_R1.2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f2_R1.2_seed0.csv
labeled_v3f2_R1.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f2,1.5,0,ok,59,35,10,unknown_label_10;unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9946265593455332,0.08142857142857145,1.0808594595841101,42660,41.10745096206665,results_levine13/full_sweep/modes_labeled_v3f2_R1.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f2_R1.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f2_R1.5_seed0.csv
labeled_v3f2_R2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f2,2.0,0,ok,27,14,7,unknown_label_11;unknown_label_12;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.995974491861429,0.08785714285714288,1.1251723403107772,32600,26.828907012939453,results_levine13/full_sweep/modes_labeled_v3f2_R2_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f2_R2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f2_R2_seed0.csv
labeled_v3f3_R0.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f3,0.5,0,ok,292,168,10,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9894689878505369,0.0911309523809524,1.1290862543329063,61620,88.6207160949707,results_levine13/full_sweep/modes_labeled_v3f3_R0.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f3_R0.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f3_R0.5_seed0.csv
labeled_v3f3_R0.8_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f3,0.8,0,ok,278,156,10,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.989979215025109,0.09391025641025642,1.1585043229588774,61620,88.9892430305481,results_levine13/full_sweep/modes_labeled_v3f3_R0.8_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f3_R0.8_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f3_R0.8_seed0.csv
labeled_v3f3_R1_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f3,1.0,0,ok,272,151,10,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9898751559397614,0.09490066225165562,1.1689351314300405,61620,93.8708872795105,results_levine13/full_sweep/modes_labeled_v3f3_R1_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f3_R1_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f3_R1_seed0.csv
labeled_v3f3_R1.2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f3,1.2,0,ok,255,138,10,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9896297273064427,0.095,1.1866421816690902,61620,104.85924983024597,results_levine13/full_sweep/modes_labeled_v3f3_R1.2_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f3_R1.2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f3_R1.2_seed0.csv
labeled_v3f3_R1.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f3,1.5,0,ok,208,110,10,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9896095423220145,0.0949090909090909,1.217987521518997,61620,100.75333404541016,results_levine13/full_sweep/modes_labeled_v3f3_R1.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f3_R1.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f3_R1.5_seed0.csv
labeled_v3f3_R2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f3,2.0,0,ok,139,70,10,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_24;unknown_label_5;unknown_label_9,0.9888930242959769,0.08942857142857143,1.1896836352021476,61620,108.32071089744568,results_levine13/full_sweep/modes_labeled_v3f3_R2_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f3_R2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f3_R2_seed0.csv
