run_name,checkpoint,method,r_value,seed,n_samples,reference_cells,k_mean_shift,iterations,final_max_shift,raw_modes,nfe,elapsed_sec,modes_path
all_data_mean_shift_k100_n1000_R1.5_seed1,all,data_mean_shift,1.5,1,1000,167044,100,80,2.308478030954575e-07,37,0,14.015273541997885,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R1.5_seed1.npy
all_data_mean_shift_k100_n1000_R2_seed1,all,data_mean_shift,2.0,1,1000,167044,100,80,2.308478030954575e-07,28,0,14.015273541997885,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R2_seed1.npy
all_data_mean_shift_k100_n1000_R0.8_seed2,all,data_mean_shift,0.8,2,1000,167044,100,73,2.308478030954575e-07,76,0,8.841221000009682,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R0.8_seed2.npy
all_data_mean_shift_k100_n1000_R1.5_seed2,all,data_mean_shift,1.5,2,1000,167044,100,73,2.308478030954575e-07,42,0,8.841221000009682,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R1.5_seed2.npy
all_data_mean_shift_k100_n1000_R2_seed2,all,data_mean_shift,2.0,2,1000,167044,100,73,2.308478030954575e-07,30,0,8.841221000009682,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R2_seed2.npy
all_data_mean_shift_k100_n1000_R0.8_seed3,all,data_mean_shift,0.8,3,1000,167044,100,67,2.250025943340006e-07,72,0,8.062606916995719,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R0.8_seed3.npy
all_data_mean_shift_k100_n1000_R1.5_seed3,all,data_mean_shift,1.5,3,1000,167044,100,67,2.250025943340006e-07,43,0,8.062606916995719,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R1.5_seed3.npy
all_data_mean_shift_k100_n1000_R2_seed3,all,data_mean_shift,2.0,3,1000,167044,100,67,2.250025943340006e-07,32,0,8.062606916995719,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R2_seed3.npy
all_data_mean_shift_k100_n1000_R0.8_seed4,all,data_mean_shift,0.8,4,1000,167044,100,76,1.6049041562382627e-07,75,0,10.68481237499509,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R0.8_seed4.npy
all_data_mean_shift_k100_n1000_R1.5_seed4,all,data_mean_shift,1.5,4,1000,167044,100,76,1.6049041562382627e-07,39,0,10.68481237499509,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R1.5_seed4.npy
all_data_mean_shift_k100_n1000_R2_seed4,all,data_mean_shift,2.0,4,1000,167044,100,76,1.6049041562382627e-07,29,0,10.68481237499509,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k100/modes_all_data_mean_shift_k100_n1000_R2_seed4.npy
