method,K,dseed,init_seed,eps,recall,precision,f1,soft_error,n_found,n_hits,n_correct,nfe
b0,7,3,2,1.5,1.0,0.0762448132780083,0.14168674698795183,1.1051585840216196,1928,7,147,2000000
b0,7,3,2,2.0,1.0,0.28112033195020747,0.43886639676113365,1.1051585840216196,1928,7,542,2000000
b0,7,3,2,2.5,1.0,0.5435684647302904,0.7043010752688172,1.1051585840216196,1928,7,1048,2000000
b0,7,3,2,3.0,1.0,0.7645228215767634,0.866549088771311,1.1051585840216196,1928,7,1474,2000000
b10,7,3,2,1.0,0.5714285714285714,0.07116104868913857,0.12656119900083262,0.815626135426692,1335,4,95,2020000
b10,7,3,2,1.5,1.0,0.24569288389513108,0.3944678292242934,0.815626135426692,1335,7,328,2020000
b10,7,3,2,2.0,1.0,0.5805243445692884,0.7345971563981043,0.815626135426692,1335,7,775,2020000
b10,7,3,2,2.5,1.0,0.7812734082397004,0.8772077375946173,0.815626135426692,1335,7,1043,2020000
b10,7,3,2,3.0,1.0,0.897378277153558,0.9459139360442163,0.815626135426692,1335,7,1198,2020000
v3f2,7,4,0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,3.2105591183050772,7,4,4,17650
v3f2,7,4,0,1.5,0.7142857142857143,0.8571428571428571,0.7792207792207793,3.2105591183050772,7,5,6,17650
v3f2,7,4,0,2.0,0.7142857142857143,0.8571428571428571,0.7792207792207793,3.2105591183050772,7,5,6,17650
v3f2,7,4,0,2.5,0.8571428571428571,1.0,0.923076923076923,3.2105591183050772,7,6,7,17650
v3f2,7,4,0,3.0,0.8571428571428571,1.0,0.923076923076923,3.2105591183050772,7,6,7,17650
b0,7,4,0,1.0,0.7142857142857143,0.009659090909090909,0.019060432783944387,1.0580084887336831,1760,5,17,2000000
b0,7,4,0,1.5,0.7142857142857143,0.15738636363636363,0.25793835552658534,1.0580084887336831,1760,5,277,2000000
b0,7,4,0,2.0,1.0,0.49886363636363634,0.66565579984837,1.0580084887336831,1760,7,878,2000000
b0,7,4,0,2.5,1.0,0.7460227272727272,0.8545395379108363,1.0580084887336831,1760,7,1313,2000000
b0,7,4,0,3.0,1.0,0.8625,0.9261744966442953,1.0580084887336831,1760,7,1518,2000000
b10,7,4,0,1.0,0.7142857142857143,0.27398720682302774,0.3960548620742796,0.7399179513104157,938,5,257,2020000
b10,7,4,0,1.5,1.0,0.5042643923240938,0.670446491849752,0.7399179513104157,938,7,473,2020000
b10,7,4,0,2.0,1.0,0.6567164179104478,0.7927927927927928,0.7399179513104157,938,7,616,2020000
b10,7,4,0,2.5,1.0,0.8208955223880597,0.9016393442622952,0.7399179513104157,938,7,770,2020000
b10,7,4,0,3.0,1.0,0.9339019189765458,0.9658213891951488,0.7399179513104157,938,7,876,2020000
v3f2,7,4,1,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.1311940141201533,7,4,4,17790
v3f2,7,4,1,1.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.1311940141201533,7,5,5,17790
v3f2,7,4,1,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.1311940141201533,7,5,5,17790
v3f2,7,4,1,2.5,1.0,1.0,1.0,1.1311940141201533,7,7,7,17790
v3f2,7,4,1,3.0,1.0,1.0,1.0,1.1311940141201533,7,7,7,17790
b0,7,4,1,1.0,0.42857142857142855,0.011242270938729624,0.021909804637575313,1.1982316136851785,1779,3,20,2000000
b0,7,4,1,1.5,0.7142857142857143,0.14839797639123103,0.24574141301312483,1.1982316136851785,1779,5,264,2000000
b0,7,4,1,2.0,1.0,0.4946599213041034,0.661902971041745,1.1982316136851785,1779,7,880,2000000
b0,7,4,1,2.5,1.0,0.760539629005059,0.8639846743295019,1.1982316136851785,1779,7,1353,2000000
b0,7,4,1,3.0,1.0,0.880831928049466,0.9366407650926479,1.1982316136851785,1779,7,1567,2000000
b10,7,4,1,1.0,0.7142857142857143,0.2846153846153846,0.40704070407040704,0.8087689204535703,910,5,259,2020000
b10,7,4,1,1.5,1.0,0.521978021978022,0.6859205776173286,0.8087689204535703,910,7,475,2020000
b10,7,4,1,2.0,1.0,0.667032967032967,0.8002636783124588,0.8087689204535703,910,7,607,2020000
b10,7,4,1,2.5,1.0,0.8054945054945055,0.8922702373706635,0.8087689204535703,910,7,733,2020000
b10,7,4,1,3.0,1.0,0.9208791208791208,0.9588100686498856,0.8087689204535703,910,7,838,2020000
v3f2,7,4,2,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.1301748282450859,7,4,4,17940
v3f2,7,4,2,1.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.1301748282450859,7,5,5,17940
v3f2,7,4,2,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.1301748282450859,7,5,5,17940
v3f2,7,4,2,2.5,1.0,1.0,1.0,1.1301748282450859,7,7,7,17940
v3f2,7,4,2,3.0,1.0,1.0,1.0,1.1301748282450859,7,7,7,17940
b0,7,4,2,1.0,0.7142857142857143,0.011160714285714286,0.021978021978021976,1.0401010646342583,1792,5,20,2000000
b0,7,4,2,1.5,0.8571428571428571,0.14899553571428573,0.25386260993582127,1.0401010646342583,1792,6,267,2000000
b0,7,4,2,2.0,1.0,0.49609375,0.6631853785900783,1.0401010646342583,1792,7,889,2000000
b0,7,4,2,2.5,1.0,0.7628348214285714,0.8654637543526432,1.0401010646342583,1792,7,1367,2000000
b0,7,4,2,3.0,1.0,0.8683035714285714,0.9295101553166069,1.0401010646342583,1792,7,1556,2000000
b10,7,4,2,1.0,0.8571428571428571,0.2731182795698925,0.414243000815439,0.7187639691038828,930,6,254,2020000
b10,7,4,2,1.5,1.0,0.5075268817204301,0.6733238231098431,0.7187639691038828,930,7,472,2020000
b10,7,4,2,2.0,1.0,0.6602150537634408,0.7953367875647668,0.7187639691038828,930,7,614,2020000
b10,7,4,2,2.5,1.0,0.8182795698924731,0.9000591366055588,0.7187639691038828,930,7,761,2020000
b10,7,4,2,3.0,1.0,0.932258064516129,0.9649415692821369,0.7187639691038828,930,7,867,2020000
