method,K,dseed,init_seed,eps,recall,precision,f1,soft_error,n_found,n_hits,n_correct,nfe
v3f2,4,1,2,3.0,1.0,1.0,1.0,1.1614864274228678,4,4,4,19780
b0,4,1,2,1.0,0.5,0.0015037593984962407,0.0029985007496251877,1.1000489281631092,1995,2,3,2000000
b0,4,1,2,1.5,1.0,0.015037593984962405,0.029629629629629624,1.1000489281631092,1995,4,30,2000000
b0,4,1,2,2.0,1.0,0.08070175438596491,0.14935064935064934,1.1000489281631092,1995,4,161,2000000
b0,4,1,2,2.5,1.0,0.24862155388471177,0.3982336411079887,1.1000489281631092,1995,4,496,2000000
b0,4,1,2,3.0,1.0,0.4756892230576441,0.6447010869565217,1.1000489281631092,1995,4,949,2000000
b10,4,1,2,1.0,0.75,0.009574468085106383,0.018907563025210083,0.8447189403270939,1880,3,18,2020000
b10,4,1,2,1.5,1.0,0.09680851063829787,0.17652764306498545,0.8447189403270939,1880,4,182,2020000
b10,4,1,2,2.0,1.0,0.29308510638297874,0.4533113944878651,0.8447189403270939,1880,4,551,2020000
b10,4,1,2,2.5,1.0,0.5813829787234043,0.7352842246888666,0.8447189403270939,1880,4,1093,2020000
b10,4,1,2,3.0,1.0,0.8037234042553192,0.8911825420230021,0.8447189403270939,1880,4,1511,2020000
v3f2,4,2,0,1.0,0.25,0.25,0.25,1.29555311242892,4,1,1,19950
v3f2,4,2,0,1.5,0.75,0.75,0.75,1.29555311242892,4,3,3,19950
v3f2,4,2,0,2.0,0.75,0.75,0.75,1.29555311242892,4,3,3,19950
v3f2,4,2,0,2.5,1.0,1.0,1.0,1.29555311242892,4,4,4,19950
v3f2,4,2,0,3.0,1.0,1.0,1.0,1.29555311242892,4,4,4,19950
b0,4,2,0,1.0,0.5,0.001002004008016032,0.002,1.1103549184441899,1996,2,2,2000000
b0,4,2,0,1.5,0.75,0.005511022044088177,0.01094164456233422,1.1103549184441899,1996,3,11,2000000
b0,4,2,0,2.0,1.0,0.04008016032064128,0.07707129094412331,1.1103549184441899,1996,4,80,2000000
b0,4,2,0,2.5,1.0,0.16382765531062124,0.28153250107619454,1.1103549184441899,1996,4,327,2000000
b0,4,2,0,3.0,1.0,0.3837675350701403,0.5546705286024619,1.1103549184441899,1996,4,766,2000000
b10,4,2,0,1.0,0.5,0.0036213140196585617,0.007190549563430918,1.0051535834927565,1933,2,7,2020000
b10,4,2,0,1.5,1.0,0.060527677185721676,0.11414634146341462,1.0051535834927565,1933,4,117,2020000
b10,4,2,0,2.0,1.0,0.22348680807035695,0.3653276955602537,1.0051535834927565,1933,4,432,2020000
b10,4,2,0,2.5,1.0,0.4821520951888257,0.6506108202443281,1.0051535834927565,1933,4,932,2020000
b10,4,2,0,3.0,1.0,0.7428867046042421,0.8524784802612052,1.0051535834927565,1933,4,1436,2020000
v3f2,4,2,1,1.0,0.25,0.25,0.25,1.2951036168446644,4,1,1,20360
v3f2,4,2,1,1.5,0.75,0.75,0.75,1.2951036168446644,4,3,3,20360
v3f2,4,2,1,2.0,0.75,0.75,0.75,1.2951036168446644,4,3,3,20360
v3f2,4,2,1,2.5,1.0,1.0,1.0,1.2951036168446644,4,4,4,20360
v3f2,4,2,1,3.0,1.0,1.0,1.0,1.2951036168446644,4,4,4,20360
b0,4,2,1,1.0,0.5,0.0010035122930255895,0.00200300450676014,1.1875243148295587,1993,2,2,2000000
b0,4,2,1,1.5,0.75,0.004515805318615153,0.008977556109725685,1.1875243148295587,1993,3,9,2000000
b0,4,2,1,2.0,1.0,0.04716507777220271,0.09008145663632007,1.1875243148295587,1993,4,94,2000000
b0,4,2,1,2.5,1.0,0.17059708981435023,0.2914702100300043,1.1875243148295587,1993,4,340,2000000
b0,4,2,1,3.0,1.0,0.388861013547416,0.559971098265896,1.1875243148295587,1993,4,775,2000000
b10,4,2,1,1.0,0.5,0.0015479876160990713,0.00308641975308642,0.9868632949236704,1938,2,3,2020000
b10,4,2,1,1.5,1.0,0.05624355005159959,0.10649731314118221,0.9868632949236704,1938,4,109,2020000
b10,4,2,1,2.0,1.0,0.22497420020639836,0.36731255265374896,0.9868632949236704,1938,4,436,2020000
b10,4,2,1,2.5,1.0,0.46233230134158926,0.6323218066337333,0.9868632949236704,1938,4,896,2020000
b10,4,2,1,3.0,1.0,0.739938080495356,0.8505338078291814,0.9868632949236704,1938,4,1434,2020000
v3f2,4,2,2,1.0,0.5,0.4,0.4444444444444445,1.2241947504913082,5,2,2,20330
v3f2,4,2,2,1.5,0.75,0.8,0.7741935483870969,1.2241947504913082,5,3,4,20330
v3f2,4,2,2,2.0,0.75,0.8,0.7741935483870969,1.2241947504913082,5,3,4,20330
v3f2,4,2,2,2.5,1.0,1.0,1.0,1.2241947504913082,5,4,5,20330
v3f2,4,2,2,3.0,1.0,1.0,1.0,1.2241947504913082,5,4,5,20330
b0,4,2,2,1.0,0.5,0.0015,0.0029910269192422734,1.1609698977135732,2000,2,3,2000000
b0,4,2,2,1.5,0.75,0.005,0.009933774834437087,1.1609698977135732,2000,3,10,2000000
b0,4,2,2,2.0,1.0,0.0465,0.08886765408504539,1.1609698977135732,2000,4,93,2000000
b0,4,2,2,2.5,1.0,0.1705,0.29132849209739425,1.1609698977135732,2000,4,341,2000000
b0,4,2,2,3.0,1.0,0.391,0.5621854780733285,1.1609698977135732,2000,4,782,2000000
b10,4,2,2,1.0,0.5,0.003092783505154639,0.006147540983606557,1.0025796572617676,1940,2,6,2020000
b10,4,2,2,1.5,1.0,0.05824742268041237,0.1100828056502679,1.0025796572617676,1940,4,113,2020000
b10,4,2,2,2.0,1.0,0.2154639175257732,0.35453774385072095,1.0025796572617676,1940,4,418,2020000
b10,4,2,2,2.5,1.0,0.47371134020618555,0.6428821266176984,1.0025796572617676,1940,4,919,2020000
b10,4,2,2,3.0,1.0,0.7458762886597938,0.8544434602893416,1.0025796572617676,1940,4,1447,2020000
v3f2,4,3,0,1.0,0.25,0.25,0.25,1.1663440747618707,4,1,1,19720
v3f2,4,3,0,1.5,0.75,0.75,0.75,1.1663440747618707,4,3,3,19720
v3f2,4,3,0,2.0,1.0,1.0,1.0,1.1663440747618707,4,4,4,19720
v3f2,4,3,0,2.5,1.0,1.0,1.0,1.1663440747618707,4,4,4,19720
v3f2,4,3,0,3.0,1.0,1.0,1.0,1.1663440747618707,4,4,4,19720
b0,4,3,0,1.0,0.25,0.0005030181086519115,0.0010040160642570282,1.238818680490889,1988,1,1,2000000
b0,4,3,0,1.5,1.0,0.007545271629778672,0.014977533699450825,1.238818680490889,1988,4,15,2000000
b0,4,3,0,2.0,1.0,0.05130784708249497,0.09760765550239235,1.238818680490889,1988,4,102,2000000
b0,4,3,0,2.5,1.0,0.21881287726358148,0.3590590177465951,1.238818680490889,1988,4,435,2000000
b0,4,3,0,3.0,1.0,0.48843058350100604,0.6563028050016897,1.238818680490889,1988,4,971,2000000
b10,4,3,0,1.0,0.25,0.003686150605581885,0.007265179034769071,1.1414111867420702,1899,1,7,2020000
b10,4,3,0,1.5,0.75,0.05634544497103739,0.10481632653061225,1.1414111867420702,1899,3,107,2020000
b10,4,3,0,2.0,1.0,0.3149025803054239,0.47897476972366837,1.1414111867420702,1899,4,598,2020000
b10,4,3,0,2.5,1.0,0.6803580832016851,0.8097774992165465,1.1414111867420702,1899,4,1292,2020000
b10,4,3,0,3.0,1.0,0.9046866771985256,0.9499585291678186,1.1414111867420702,1899,4,1718,2020000
v3f2,4,3,1,1.0,0.25,0.25,0.25,1.1664233636295867,4,1,1,19460
v3f2,4,3,1,1.5,0.75,0.75,0.75,1.1664233636295867,4,3,3,19460
v3f2,4,3,1,2.0,1.0,1.0,1.0,1.1664233636295867,4,4,4,19460
v3f2,4,3,1,2.5,1.0,1.0,1.0,1.1664233636295867,4,4,4,19460
v3f2,4,3,1,3.0,1.0,1.0,1.0,1.1664233636295867,4,4,4,19460
b0,4,3,1,1.0,0.25,0.001002004008016032,0.001996007984031936,1.3556707676005155,1996,1,2,2000000
b0,4,3,1,1.5,0.75,0.006012024048096192,0.011928429423459244,1.3556707676005155,1996,3,12,2000000
b0,4,3,1,2.0,1.0,0.056112224448897796,0.1062618595825427,1.3556707676005155,1996,4,112,2000000
b0,4,3,1,2.5,1.0,0.22695390781563127,0.3699469171090241,1.3556707676005155,1996,4,453,2000000
b0,4,3,1,3.0,1.0,0.5145290581162325,0.6794574925570626,1.3556707676005155,1996,4,1027,2000000
b10,4,3,1,1.0,0.25,0.001567398119122257,0.003115264797507788,1.2127644793940535,1914,1,3,2020000
b10,4,3,1,1.5,1.0,0.05276907001044932,0.10024813895781638,1.2127644793940535,1914,4,101,2020000
b10,4,3,1,2.0,1.0,0.29571577847439917,0.45645161290322583,1.2127644793940535,1914,4,566,2020000
b10,4,3,1,2.5,1.0,0.6724137931034483,0.8041237113402061,1.2127644793940535,1914,4,1287,2020000
b10,4,3,1,3.0,1.0,0.9085684430512017,0.9520941691760196,1.2127644793940535,1914,4,1739,2020000
v3f2,4,3,2,1.0,0.25,0.16666666666666666,0.2,1.1663596255464055,6,1,1,19760
v3f2,4,3,2,1.5,0.75,0.5,0.6,1.1663596255464055,6,3,3,19760
v3f2,4,3,2,2.0,1.0,0.8333333333333334,0.9090909090909091,1.1663596255464055,6,4,5,19760
v3f2,4,3,2,2.5,1.0,0.8333333333333334,0.9090909090909091,1.1663596255464055,6,4,5,19760
v3f2,4,3,2,3.0,1.0,0.8333333333333334,0.9090909090909091,1.1663596255464055,6,4,5,19760
b0,4,3,2,1.0,0.0,0.0,0.0,1.4388292689243967,1991,0,0,2000000
b0,4,3,2,1.5,0.5,0.007031642390758413,0.013868251609707777,1.4388292689243967,1991,2,14,2000000
b0,4,3,2,2.0,0.75,0.05675539929683576,0.10552529182879379,1.4388292689243967,1991,3,113,2000000
b0,4,3,2,2.5,1.0,0.22149673530889,0.36266447368421056,1.4388292689243967,1991,4,441,2000000
b0,4,3,2,3.0,1.0,0.48568558513309895,0.6538201487491548,1.4388292689243967,1991,4,967,2000000
b10,4,3,2,1.0,0.5,0.0042395336512983575,0.008407777193904361,1.155776706118394,1887,2,8,2020000
b10,4,3,2,1.5,0.75,0.05511393746687864,0.10268224452855026,1.155776706118394,1887,3,104,2020000
b10,4,3,2,2.0,1.0,0.29411764705882354,0.45454545454545453,1.155776706118394,1887,4,555,2020000
b10,4,3,2,2.5,1.0,0.6687864334923158,0.8015242934264847,1.155776706118394,1887,4,1262,2020000
b10,4,3,2,3.0,1.0,0.904610492845787,0.9499165275459098,1.155776706118394,1887,4,1707,2020000
v3f2,4,4,0,1.0,0.5,0.5,0.5,1.113407514119892,4,2,2,18450
v3f2,4,4,0,1.5,0.75,0.75,0.75,1.113407514119892,4,3,3,18450
v3f2,4,4,0,2.0,1.0,1.0,1.0,1.113407514119892,4,4,4,18450
v3f2,4,4,0,2.5,1.0,1.0,1.0,1.113407514119892,4,4,4,18450
v3f2,4,4,0,3.0,1.0,1.0,1.0,1.113407514119892,4,4,4,18450
b0,4,4,0,1.0,0.5,0.0010209290454313426,0.0020376974019358125,1.1855219155606247,1959,2,2,2000000
b0,4,4,0,1.5,0.75,0.034201123021949976,0.06541903986981286,1.1855219155606247,1959,3,67,2000000
b0,4,4,0,2.0,1.0,0.18580908626850434,0.31338786052518297,1.1855219155606247,1959,4,364,2000000
b0,4,4,0,2.5,1.0,0.4405308831036243,0.6116229624379873,1.1855219155606247,1959,4,863,2000000
b0,4,4,0,3.0,1.0,0.6814701378254211,0.8105646630236794,1.1855219155606247,1959,4,1335,2000000
b10,4,4,0,1.0,0.75,0.05520304568527919,0.10283687943262411,0.7529590575028745,1576,3,87,2020000
b10,4,4,0,1.5,1.0,0.2131979695431472,0.35146443514644354,0.7529590575028745,1576,4,336,2020000
b10,4,4,0,2.0,1.0,0.4993654822335025,0.6661024121878967,0.7529590575028745,1576,4,787,2020000
b10,4,4,0,2.5,1.0,0.799492385786802,0.8885754583921016,0.7529590575028745,1576,4,1260,2020000
b10,4,4,0,3.0,1.0,0.9314720812182741,0.964520367936925,0.7529590575028745,1576,4,1468,2020000
v3f2,4,4,1,1.0,0.5,0.5,0.5,1.11463016148224,4,2,2,18740
v3f2,4,4,1,1.5,0.75,0.75,0.75,1.11463016148224,4,3,3,18740
v3f2,4,4,1,2.0,1.0,1.0,1.0,1.11463016148224,4,4,4,18740
v3f2,4,4,1,2.5,1.0,1.0,1.0,1.11463016148224,4,4,4,18740
v3f2,4,4,1,3.0,1.0,1.0,1.0,1.11463016148224,4,4,4,18740
b0,4,4,1,1.0,0.5,0.0020387359836901123,0.0040609137055837565,1.1268576780912078,1962,2,4,2000000
b0,4,4,1,1.5,0.75,0.03669724770642202,0.06997084548104957,1.1268576780912078,1962,3,72,2000000
b0,4,4,1,2.0,1.0,0.20438328236493375,0.3393990689801101,1.1268576780912078,1962,4,401,2000000
b0,4,4,1,2.5,1.0,0.4541284403669725,0.6246056782334385,1.1268576780912078,1962,4,891,2000000
b0,4,4,1,3.0,1.0,0.6931702344546381,0.8187838651414809,1.1268576780912078,1962,4,1360,2000000
b10,4,4,1,1.0,0.75,0.053063802905874924,0.09911504424778761,0.896891719562732,1583,3,84,2020000
b10,4,4,1,1.5,1.0,0.19898926089703095,0.33192834562697576,0.896891719562732,1583,4,315,2020000
b10,4,4,1,2.0,1.0,0.48704990524320907,0.6550552251486831,0.896891719562732,1583,4,771,2020000
b10,4,4,1,2.5,1.0,0.7776373973468098,0.874911158493248,0.896891719562732,1583,4,1231,2020000
b10,4,4,1,3.0,1.0,0.9235628553379659,0.9602627257799672,0.896891719562732,1583,4,1462,2020000
v3f2,4,4,2,1.0,0.5,0.5,0.5,1.1131656636686476,4,2,2,18780
v3f2,4,4,2,1.5,0.75,0.75,0.75,1.1131656636686476,4,3,3,18780
v3f2,4,4,2,2.0,1.0,1.0,1.0,1.1131656636686476,4,4,4,18780
v3f2,4,4,2,2.5,1.0,1.0,1.0,1.1131656636686476,4,4,4,18780
v3f2,4,4,2,3.0,1.0,1.0,1.0,1.1131656636686476,4,4,4,18780
b0,4,4,2,1.0,0.0,0.0,0.0,1.1652965248223117,1956,0,0,2000000
b0,4,4,2,1.5,0.75,0.036298568507157465,0.06924577373211964,1.1652965248223117,1956,3,71,2000000
b0,4,4,2,2.0,1.0,0.19171779141104295,0.3217503217503217,1.1652965248223117,1956,4,375,2000000
b0,4,4,2,2.5,1.0,0.43609406952965235,0.6073335706657172,1.1652965248223117,1956,4,853,2000000
b0,4,4,2,3.0,1.0,0.6774028629856851,0.8076805851874429,1.1652965248223117,1956,4,1325,2000000
b10,4,4,2,1.0,1.0,0.05286343612334802,0.10041841004184102,0.7413770834687102,1589,4,84,2020000
b10,4,4,2,1.5,1.0,0.20767778477029578,0.3439291297550808,0.7413770834687102,1589,4,330,2020000
b10,4,4,2,2.0,1.0,0.48269351793580867,0.6511035653650254,0.7413770834687102,1589,4,767,2020000
b10,4,4,2,2.5,1.0,0.7721837633731907,0.8714488636363636,0.7413770834687102,1589,4,1227,2020000
b10,4,4,2,3.0,1.0,0.9326620516047829,0.9651579290133507,0.7413770834687102,1589,4,1482,2020000
v3f2,5,0,0,1.0,0.4,0.4,0.4000000000000001,1.154796834893915,5,2,2,18440
v3f2,5,0,0,1.5,0.6,0.6,0.6,1.154796834893915,5,3,3,18440
v3f2,5,0,0,2.0,1.0,1.0,1.0,1.154796834893915,5,5,5,18440
v3f2,5,0,0,2.5,1.0,1.0,1.0,1.154796834893915,5,5,5,18440
v3f2,5,0,0,3.0,1.0,1.0,1.0,1.154796834893915,5,5,5,18440
b0,5,0,0,1.0,0.4,0.004219409282700422,0.008350730688935281,1.053860257524261,1896,2,8,2000000
b0,5,0,0,1.5,1.0,0.08808016877637131,0.16190014541929232,1.053860257524261,1896,5,167,2000000
b0,5,0,0,2.0,1.0,0.285337552742616,0.4439885104636848,1.053860257524261,1896,5,541,2000000
b0,5,0,0,2.5,1.0,0.49103375527426163,0.6586487442518572,1.053860257524261,1896,5,931,2000000
b0,5,0,0,3.0,1.0,0.6482067510548524,0.78656,1.053860257524261,1896,5,1229,2000000
b10,5,0,0,1.0,0.6,0.08200290275761973,0.14428601830176632,0.8500133080525328,1378,3,113,2020000
b10,5,0,0,1.5,1.0,0.24310595065312046,0.39112667834208986,0.8500133080525328,1378,5,335,2020000
b10,5,0,0,2.0,1.0,0.38824383164005805,0.5593308938839519,0.8500133080525328,1378,5,535,2020000
b10,5,0,0,2.5,1.0,0.5747460087082729,0.7299539170506912,0.8500133080525328,1378,5,792,2020000
b10,5,0,0,3.0,1.0,0.7648766328011611,0.8667763157894737,0.8500133080525328,1378,5,1054,2020000
v3f2,5,0,1,1.0,0.4,0.4,0.4000000000000001,1.157376923830359,5,2,2,18520
v3f2,5,0,1,1.5,0.6,0.6,0.6,1.157376923830359,5,3,3,18520
v3f2,5,0,1,2.0,1.0,1.0,1.0,1.157376923830359,5,5,5,18520
v3f2,5,0,1,2.5,1.0,1.0,1.0,1.157376923830359,5,5,5,18520
v3f2,5,0,1,3.0,1.0,1.0,1.0,1.157376923830359,5,5,5,18520
b0,5,0,1,1.0,0.4,0.0057833859095688745,0.011401917595231924,1.1845241263454889,1902,2,11,2000000
b0,5,0,1,1.5,0.8,0.07150368033648791,0.13127413127413126,1.1845241263454889,1902,4,136,2000000
b0,5,0,1,2.0,1.0,0.286540483701367,0.4454434000817327,1.1845241263454889,1902,5,545,2000000
b0,5,0,1,2.5,1.0,0.48843322818086227,0.65630519251148,1.1845241263454889,1902,5,929,2000000
b0,5,0,1,3.0,1.0,0.647739221871714,0.786215698787492,1.1845241263454889,1902,5,1232,2000000
b10,5,0,1,1.0,0.4,0.07861866274797942,0.13140927233650598,0.8563275726746656,1361,2,107,2020000
b10,5,0,1,1.5,1.0,0.23659074210139602,0.38265002970885326,0.8563275726746656,1361,5,322,2020000
b10,5,0,1,2.0,1.0,0.37031594415870683,0.5404825737265415,0.8563275726746656,1361,5,504,2020000
b10,5,0,1,2.5,1.0,0.5429831006612784,0.7038095238095238,0.8563275726746656,1361,5,739,2020000
b10,5,0,1,3.0,1.0,0.7347538574577517,0.8470986869970352,0.8563275726746656,1361,5,1000,2020000
v3f2,5,0,2,1.0,0.4,0.4,0.4000000000000001,1.1556280900519944,5,2,2,18910
v3f2,5,0,2,1.5,0.6,0.6,0.6,1.1556280900519944,5,3,3,18910
v3f2,5,0,2,2.0,1.0,1.0,1.0,1.1556280900519944,5,5,5,18910
v3f2,5,0,2,2.5,1.0,1.0,1.0,1.1556280900519944,5,5,5,18910
v3f2,5,0,2,3.0,1.0,1.0,1.0,1.1556280900519944,5,5,5,18910
b0,5,0,2,1.0,0.2,0.005252100840336135,0.01023541453428864,1.07920645562135,1904,1,10,2000000
b0,5,0,2,1.5,1.0,0.07773109243697479,0.14424951267056532,1.07920645562135,1904,5,148,2000000
b0,5,0,2,2.0,1.0,0.29411764705882354,0.45454545454545453,1.07920645562135,1904,5,560,2000000
b0,5,0,2,2.5,1.0,0.5042016806722689,0.6703910614525139,1.07920645562135,1904,5,960,2000000
b0,5,0,2,3.0,1.0,0.6554621848739496,0.7918781725888325,1.07920645562135,1904,5,1248,2000000
b10,5,0,2,1.0,1.0,0.08290535583272193,0.15311653116531165,0.6092055080559656,1363,5,113,2020000
b10,5,0,2,1.5,1.0,0.2457813646368305,0.3945818610129564,0.6092055080559656,1363,5,335,2020000
b10,5,0,2,2.0,1.0,0.3859134262655906,0.5569084171519323,0.6092055080559656,1363,5,526,2020000
b10,5,0,2,2.5,1.0,0.5502567865003668,0.7098911500236631,0.6092055080559656,1363,5,750,2020000
b10,5,0,2,3.0,1.0,0.7527512839325018,0.8589367936375052,0.6092055080559656,1363,5,1026,2020000
v3f2,5,1,0,1.0,0.6,0.6,0.6,1.3859088022968995,5,3,3,18990
v3f2,5,1,0,1.5,0.8,0.8,0.8000000000000002,1.3859088022968995,5,4,4,18990
v3f2,5,1,0,2.0,0.8,0.8,0.8000000000000002,1.3859088022968995,5,4,4,18990
v3f2,5,1,0,2.5,0.8,0.8,0.8000000000000002,1.3859088022968995,5,4,4,18990
v3f2,5,1,0,3.0,0.8,0.8,0.8000000000000002,1.3859088022968995,5,4,4,18990
b0,5,1,0,1.0,0.4,0.0025614754098360654,0.0050903537795876815,1.2337513610844484,1952,2,5,2000000
b0,5,1,0,1.5,0.8,0.04969262295081967,0.09357289280115762,1.2337513610844484,1952,4,97,2000000
b0,5,1,0,2.0,1.0,0.21618852459016394,0.35551811288963775,1.2337513610844484,1952,5,422,2000000
b0,5,1,0,2.5,1.0,0.4103483606557377,0.5819106429349801,1.2337513610844484,1952,5,801,2000000
b0,5,1,0,3.0,1.0,0.5993852459016393,0.7495195387572069,1.2337513610844484,1952,5,1170,2000000
b10,5,1,0,1.0,0.8,0.08645161290322581,0.1560407569141194,0.8965780568690377,1550,4,134,2020000
b10,5,1,0,1.5,0.8,0.20709677419354838,0.3290198590647021,0.8965780568690377,1550,4,321,2020000
b10,5,1,0,2.0,1.0,0.35419354838709677,0.5231062410671748,0.8965780568690377,1550,5,549,2020000
b10,5,1,0,2.5,1.0,0.607741935483871,0.7560192616372391,0.8965780568690377,1550,5,942,2020000
b10,5,1,0,3.0,1.0,0.8406451612903226,0.9134244654749386,0.8965780568690377,1550,5,1303,2020000
v3f2,5,1,1,1.0,0.6,0.75,0.6666666666666665,4.453475712311304,4,3,3,19150
v3f2,5,1,1,1.5,0.8,1.0,0.888888888888889,4.453475712311304,4,4,4,19150
v3f2,5,1,1,2.0,0.8,1.0,0.888888888888889,4.453475712311304,4,4,4,19150
v3f2,5,1,1,2.5,0.8,1.0,0.888888888888889,4.453475712311304,4,4,4,19150
v3f2,5,1,1,3.0,0.8,1.0,0.888888888888889,4.453475712311304,4,4,4,19150
b0,5,1,1,1.0,0.6,0.0030581039755351682,0.006085192697768763,1.3696028822586994,1962,3,6,2000000
b0,5,1,1,1.5,0.8,0.04434250764525994,0.08402752625860196,1.3696028822586994,1962,4,87,2000000
b0,5,1,1,2.0,0.8,0.20948012232415902,0.3320205998182369,1.3696028822586994,1962,4,411,2000000
b0,5,1,1,2.5,0.8,0.42099898063200814,0.5516780764735347,1.3696028822586994,1962,4,826,2000000
b0,5,1,1,3.0,1.0,0.6085626911314985,0.7566539923954373,1.3696028822586994,1962,5,1194,2000000
b10,5,1,1,1.0,0.6,0.08042188529993408,0.1418329781050184,0.989856940640877,1517,3,122,2020000
b10,5,1,1,1.5,0.8,0.21621621621621623,0.3404255319148936,0.989856940640877,1517,4,328,2020000
b10,5,1,1,2.0,1.0,0.36453526697429134,0.5342995169082125,0.989856940640877,1517,5,553,2020000
b10,5,1,1,2.5,1.0,0.6163480553724456,0.7626427406199021,0.989856940640877,1517,5,935,2020000
b10,5,1,1,3.0,1.0,0.8477257745550428,0.9175882982518729,0.989856940640877,1517,5,1286,2020000
v3f2,5,1,2,1.0,0.6,0.5714285714285714,0.5853658536585366,1.3329385930172168,7,3,4,19520
v3f2,5,1,2,1.5,0.8,0.7142857142857143,0.7547169811320756,1.3329385930172168,7,4,5,19520
v3f2,5,1,2,2.0,0.8,0.7142857142857143,0.7547169811320756,1.3329385930172168,7,4,5,19520
v3f2,5,1,2,2.5,0.8,0.7142857142857143,0.7547169811320756,1.3329385930172168,7,4,5,19520
v3f2,5,1,2,3.0,0.8,0.7142857142857143,0.7547169811320756,1.3329385930172168,7,4,5,19520
b0,5,1,2,1.0,0.2,0.001534526854219949,0.003045685279187817,1.2742000487458005,1955,1,3,2000000
b0,5,1,2,1.5,0.8,0.05319693094629156,0.0997601918465228,1.2742000487458005,1955,4,104,2000000
b0,5,1,2,2.0,0.8,0.21534526854219949,0.33934508816120906,1.2742000487458005,1955,4,421,2000000
b0,5,1,2,2.5,1.0,0.4219948849104859,0.5935251798561151,1.2742000487458005,1955,5,825,2000000
b0,5,1,2,3.0,1.0,0.591304347826087,0.7431693989071038,1.2742000487458005,1955,5,1156,2000000
b10,5,1,2,1.0,0.6,0.08610567514677103,0.15059897318881915,1.0490752902657725,1533,3,132,2020000
b10,5,1,2,1.5,0.8,0.2217873450750163,0.3472931562819203,1.0490752902657725,1533,4,340,2020000
b10,5,1,2,2.0,0.8,0.36464448793215914,0.5009521675814943,1.0490752902657725,1533,4,559,2020000
b10,5,1,2,2.5,1.0,0.629484670580561,0.7726180944755805,1.0490752902657725,1533,5,965,2020000
b10,5,1,2,3.0,1.0,0.8427919112850619,0.9146902654867256,1.0490752902657725,1533,5,1292,2020000
v3f2,5,2,0,1.0,0.8,0.8,0.8000000000000002,0.8714772476389727,5,4,4,20110
v3f2,5,2,0,1.5,1.0,1.0,1.0,0.8714772476389727,5,5,5,20110
v3f2,5,2,0,2.0,1.0,1.0,1.0,0.8714772476389727,5,5,5,20110
v3f2,5,2,0,2.5,1.0,1.0,1.0,0.8714772476389727,5,5,5,20110
v3f2,5,2,0,3.0,1.0,1.0,1.0,0.8714772476389727,5,5,5,20110
b0,5,2,0,1.0,0.2,0.0005015045135406219,0.0010005002501250627,1.2264832501559375,1994,1,1,2000000
b0,5,2,0,1.5,0.6,0.008525576730190571,0.016812263062469093,1.2264832501559375,1994,3,17,2000000
b0,5,2,0,2.0,1.0,0.06720160481444333,0.12593984962406016,1.2264832501559375,1994,5,134,2000000
b0,5,2,0,2.5,1.0,0.22316950852557674,0.36490364903649036,1.2264832501559375,1994,5,445,2000000
b0,5,2,0,3.0,1.0,0.4699097291875627,0.6393722279085636,1.2264832501559375,1994,5,937,2000000
b10,5,2,0,1.0,0.6,0.011572856391372961,0.022707724066746947,0.999926153915068,1901,3,22,2020000
b10,5,2,0,1.5,0.8,0.09100473435034193,0.1634195300507734,0.999926153915068,1901,4,173,2020000
b10,5,2,0,2.0,1.0,0.2819568648079958,0.4398851046368486,0.999926153915068,1901,5,536,2020000
b10,5,2,0,2.5,1.0,0.5465544450289321,0.7068027210884353,0.999926153915068,1901,5,1039,2020000
b10,5,2,0,3.0,1.0,0.7732772225144661,0.8721447641649361,0.999926153915068,1901,5,1470,2020000
v3f2,5,2,1,1.0,0.8,0.8,0.8000000000000002,0.8720005017391023,5,4,4,20640
v3f2,5,2,1,1.5,1.0,1.0,1.0,0.8720005017391023,5,5,5,20640
v3f2,5,2,1,2.0,1.0,1.0,1.0,0.8720005017391023,5,5,5,20640
v3f2,5,2,1,2.5,1.0,1.0,1.0,0.8720005017391023,5,5,5,20640
v3f2,5,2,1,3.0,1.0,1.0,1.0,0.8720005017391023,5,5,5,20640
b0,5,2,1,1.0,0.4,0.0010030090270812437,0.0020010005002501254,1.0913605301281575,1994,2,2,2000000
b0,5,2,1,1.5,1.0,0.009027081243731194,0.01789264413518887,1.0913605301281575,1994,5,18,2000000
b0,5,2,1,2.0,1.0,0.07171514543630893,0.1338324754328498,1.0913605301281575,1994,5,143,2000000
b0,5,2,1,2.5,1.0,0.23520561685055166,0.3808363784003248,1.0913605301281575,1994,5,469,2000000
b0,5,2,1,3.0,1.0,0.4754262788365095,0.6444595513256288,1.0913605301281575,1994,5,948,2000000
b10,5,2,1,1.0,0.6,0.007878151260504201,0.015552099533437015,1.0311766075241102,1904,3,15,2020000
b10,5,2,1,1.5,1.0,0.09611344537815127,0.1753713464302827,1.0311766075241102,1904,5,183,2020000
b10,5,2,1,2.0,1.0,0.28939075630252103,0.4488798370672098,1.0311766075241102,1904,5,551,2020000
b10,5,2,1,2.5,1.0,0.5446428571428571,0.7052023121387282,1.0311766075241102,1904,5,1037,2020000
b10,5,2,1,3.0,1.0,0.7836134453781513,0.8786808009422851,1.0311766075241102,1904,5,1492,2020000
v3f2,5,2,2,1.0,0.8,0.8,0.8000000000000002,0.8719733185129748,5,4,4,20450
