run_name,modes_path,checkpoint,method,r_value,seed,n_samples,k_neighbors,annotation_flag,population_scope,selected_modes,cell_coverage_pct_r0.25,cell_coverage_pct_r0.5,cell_coverage_pct_r0.75,cell_coverage_pct_r1,cell_coverage_pct_r1.5
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,100.0,confident_population_distance,labeled_cells,331,0.0012232864814610935,0.275239458328746,4.091893280487358,17.904020942664562,60.747183382876436
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,100.0,confident_population_distance,all_cells,331,0.0005986446684705827,0.1412801417590575,2.077296999592922,9.446612868465794,35.55410550513637
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,,all_raw_modes,labeled_cells,2301,0.004893145925844374,0.9174648610958199,10.006483418351744,36.06248547347303,85.01107074265722
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,,all_raw_modes,all_cells,2301,0.003591868010823496,0.4705347094178779,5.277052752568186,20.275496276430164,59.66152630444673
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,100.0,confident_without_distance,labeled_cells,1154,0.004893145925844374,0.8575238235042264,8.98503920633173,31.45925844373494,74.69754241745873
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,100.0,confident_without_distance,all_cells,1154,0.003591868010823496,0.43820789732046644,4.626924642609133,16.914705107636312,45.43114389023251
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,100.0,confident_global_distance,labeled_cells,1149,0.004893145925844374,0.8575238235042264,8.98503920633173,31.45925844373494,74.69387255801436
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,100.0,confident_global_distance,all_cells,1149,0.003591868010823496,0.43820789732046644,4.626924642609133,16.914705107636312,45.42874931155863
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,100.0,confident_population_distance,labeled_cells,1093,0.004893145925844374,0.8575238235042264,8.98503920633173,31.451918724846173,74.59233978005308
labeled_b0_n5000_R1.5_seed0,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed0.npy,labeled,b0,1.5,0,5000.0,100.0,confident_population_distance,all_cells,1093,0.003591868010823496,0.43820789732046644,4.626924642609133,16.91111323962549,45.37008213404851
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,,all_raw_modes,labeled_cells,2294,0.0012232864814610935,0.7841266346165607,9.748369970763452,36.0037677223629,85.1627582663584
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,,all_raw_modes,all_cells,2294,0.0005986446684705827,0.4028878618807021,5.1387658341514815,20.172529393453225,59.45439524915591
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,100.0,confident_without_distance,labeled_cells,1173,0.0,0.6923801485069788,8.607043683560253,31.569354227066437,75.46087318189046
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,100.0,confident_without_distance,all_cells,1173,0.0,0.34960848638682024,4.404228825938076,16.92248748832643,46.03637365005627
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,100.0,confident_global_distance,labeled_cells,1167,0.0,0.6923801485069788,8.607043683560253,31.569354227066437,75.45720332244609
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,100.0,confident_global_distance,all_cells,1167,0.0,0.34960848638682024,4.404228825938076,16.92248748832643,46.03457771605086
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,100.0,confident_population_distance,labeled_cells,1123,0.0,0.6923801485069788,8.607043683560253,31.55956793521475,75.39603899837303
labeled_b0_n5000_R1.5_seed1,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed1.npy,labeled,b0,1.5,1,5000.0,100.0,confident_population_distance,all_cells,1123,0.0,0.34960848638682024,4.404228825938076,16.917698330978663,45.993869878594865
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,,all_raw_modes,labeled_cells,2266,0.002446572962922187,0.83917452628231,10.006483418351744,35.90957466329039,85.22025273098707
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,,all_raw_modes,all_cells,2266,0.0011972893369411653,0.43341873997270175,5.223773377074304,20.062378774454633,59.40710232034674
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,100.0,confident_without_distance,labeled_cells,1143,0.002446572962922187,0.7547677590614946,8.87005027707439,31.229280585220252,74.89326825449251
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,100.0,confident_without_distance,all_cells,1143,0.0011972893369411653,0.38373123248964347,4.528746916979958,16.703982184334667,45.46706257034075
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,100.0,confident_global_distance,labeled_cells,1141,0.002446572962922187,0.7547677590614946,8.87005027707439,31.229280585220252,74.89326825449251
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,100.0,confident_global_distance,all_cells,1141,0.0011972893369411653,0.38373123248964347,4.528746916979958,16.703982184334667,45.46706257034075
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,100.0,confident_population_distance,labeled_cells,1097,0.002446572962922187,0.7547677590614946,8.87005027707439,31.22438743929441,74.80641491430879
labeled_b0_n5000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed2.npy,labeled,b0,1.5,2,5000.0,100.0,confident_population_distance,all_cells,1097,0.0011972893369411653,0.38373123248964347,4.528746916979958,16.701587605660784,45.414381839515336
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,,all_raw_modes,labeled_cells,2279,0.007339718888766561,0.9309210123918921,9.803417862429201,35.743207701811684,84.96947900228756
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,,all_raw_modes,all_cells,2279,0.004190512679294078,0.47951437944493663,5.180670960944422,20.032446541031103,59.24666554919662
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,100.0,confident_without_distance,labeled_cells,1111,0.0036698594443832803,0.7388650348025004,8.544656073005736,30.840275484115626,74.0418608633956
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,100.0,confident_without_distance,all_cells,1111,0.001795934005411748,0.36996240511482004,4.379684394530782,16.493857905701493,44.80196834366993
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,100.0,confident_global_distance,labeled_cells,1104,0.0036698594443832803,0.7388650348025004,8.544656073005736,30.840275484115626,74.04063757691414
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,100.0,confident_global_distance,all_cells,1104,0.001795934005411748,0.36996240511482004,4.379684394530782,16.493857905701493,44.80077105433299
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,100.0,confident_population_distance,labeled_cells,1055,0.0036698594443832803,0.7388650348025004,8.544656073005736,30.837828911152705,73.9758033933967
labeled_b0_n5000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed3.npy,labeled,b0,1.5,3,5000.0,100.0,confident_population_distance,all_cells,1055,0.001795934005411748,0.36996240511482004,4.379684394530782,16.492660616364553,44.76545101889322
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,,all_raw_modes,labeled_cells,2222,0.0036698594443832803,0.8734265477632206,9.973454683352294,36.000097862918516,85.1248363854331
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,,all_raw_modes,all_cells,2222,0.001795934005411748,0.4507794353583487,5.269869016546538,20.24077488565887,59.57412418285003
labeled_b0_n5000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n5000_R1.5_seed4.npy,labeled,b0,1.5,4,5000.0,100.0,confident_without_distance,labeled_cells,1129,0.002446572962922187,0.7621074779502612,8.777080504483346,31.400540692624805,74.78439575764249
